Scenario ID,Type,Scenario Name,Description,KPI ID,Impact Type,Impact Value,Plausibility,Severity,Recovery Qtrs,Mitigation Lever,Calibration Source,Applied_Severity_Mult
S78_v1.0_1,Stress,Corporate tax hike to 30%,Govt raises corporate tax rate,PAT,pct,-4.6291,3,3,2,Tax planning,earnings impact,1.0
S37_v1.5_1,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,MoMoUsers,pct,-11.7684,3,4,2,AI fraud detection,trust erosion,1.5
S64_v0.5_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,Fine,abs,590.2237,2,5,4,Legal reserve,extreme penalty,0.5
S32_v1.0_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,SEG03,pct,-30.3995,2,5,6,Unified response,MoMo collapse,1.0
S51_v1.0_1,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,Opex,abs,156.8278,2,3,2,Employee relations,FY21 strike cost,1.0
S09_v1.0_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,213.8521,2,4,4,Data governance,regulatory penalty,1.0
S09_v1.0_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,208.0798,2,4,4,Data governance,regulatory penalty,1.0
S58_v1.0_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN01,pct,-19.3361,1,6,8,Contingency planning,elasticity extrapolation,1.0
S20_v1.0_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",ConsumerSpending,pct,-4.8089,3,3,3,Strategic planning (enhanced),disposable income,1.0
S59_v1.5_2,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN03,delta,-2.2538,3,2,1,Cost control,FY23 average,1.5
S77_v1.0_1,Upside,FX hedging gain (unexpected),Cedi weakens but MTN had hedged,FIN03,delta,0.538,4,2,1,Hedging strategy (enhanced),windfall,1.0
S46_v1.5_2,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,RuralDataSubs,pct,-6.7634,3,3,2,Satellite partnership (enhanced),competitive threat,1.5
S55_v1.0_1,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,1.076,2,4,3,Currency management,net assets,1.0
S21_v0.5_1,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",GDP,delta,-0.9784,3,3,2,FX hedging (enhanced),FY23 cocoa shock,0.5
S30_v0.5_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",MoMoUsers,pct,-4.7936,3,4,6,Stakeholder engagement,fintech impact,0.5
S19_v0.5_2,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN03,delta,1.4813,3,3,2,Shareholder returns (enhanced),FY25 tailwind,0.5
S11_v0.5_1,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-1.3805,3,5,6,Diversification,population impact,0.5
S08_v1.0_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,FIN01,pct,-1.8171,2,3,2,Disaster recovery (enhanced),FY21 flooding impact,1.0
S72_v0.5_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-0.499,4,3,3,Power backup,minor degradation,0.5
S42_v1.0_1,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",SubsGrowth,delta,-3.1566,3,3,2,Marketing efficiency (enhanced),historical precedent,1.0
S09_v1.5_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Reputation,delta,-4.5671,2,4,4,Data governance,GDPR analogue,1.5
S54_v0.5_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS04,pct,5.3271,2,3,2,Macro hedging (enhanced),ARPU uplift,0.5
S87_v1.0_2,Upside,Currency swap agreement (China),Direct GHS/CNY settlement reduces USD exposure,FXCost,delta,-0.1836,4,3,2,Innovative hedging (enhanced),lower cost,1.0
S12_v1.5_2,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,SEG03,pct,-44.4706,3,4,4,Fintech strategy,industry analysis,1.5
S42_v1.0_2,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",SubsGrowth,delta,-2.6217,3,3,2,Marketing efficiency,historical precedent,1.0
S16_v1.0_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",FIN03,delta,-6.6561,2,5,6,Cost pass-through (enhanced),operating leverage,1.0
S17_v1.5_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,CapexFinancing,pct,59.0864,2,4,2,Refinancing,FY22 rate spike,1.5
S69_v0.5_1,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-2.433,3,3,2,Fraud detection,trust erosion,0.5
S26_v1.5_1,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,Capex,abs,1176.9288,3,3,3,Network planning (enhanced),MTN SA refarming cost,1.5
S08_v1.0_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,FIN01,pct,-2.0093,2,3,2,Disaster recovery (enhanced),FY21 flooding impact,1.0
S11_v1.0_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN03,delta,-3.9353,3,5,6,Diversification,compound margin impact,1.0
S12_v1.5_1,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,FIN02,pct,-7.9391,3,4,4,Fintech strategy,earnings impact,1.5
S29_v0.5_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,SubscriberExodus,pct,-10.3947,1,5,8,Legal defence (enhanced),market loss,0.5
S15_v0.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN03,delta,-2.2482,2,5,4,Emergency tariff repricing,USD cost pass-through,0.5
S27_v0.5_2,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-1.5479,3,4,2,Pricing strategy,revenue per user,0.5
S62_v1.5_1,Stress,Ghana GDP growth 0% (stagnation),GDP growth 0% (stagnation),Subscribers,pct,-1.7262,3,3,2,Cost rationalisation,disposable income,1.5
S61_v1.0_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,1.5711,3,3,2,Debt restructuring (enhanced),interest saving,1.0
S81_v1.0_2,Stress,Starlink urban expansion,Starlink offers competitive urban data bundles,DataARPU,pct,-2.8338,3,3,2,Satellite strategy,price pressure,1.0
S62_v0.5_2,Stress,Ghana GDP growth 0% (stagnation),"No growth, high unemployment",FIN01,pct,-1.0764,3,3,2,Cost rationalisation,macro drag,0.5
S78_v0.5_1,Stress,Corporate tax hike to 30%,Govt raises corporate tax rate,PAT,pct,-2.514,3,3,2,Tax planning,earnings impact,0.5
S08_v1.0_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,19.6233,2,3,2,Disaster recovery,replacement cost,1.0
S44_v0.5_2,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-9.9354,3,4,3,Fintech partnership,revenue loss,0.5
S26_v0.5_1,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,OPS07,delta,-0.9711,3,3,3,Network planning,coverage gap,0.5
S63_v0.5_1,Stress,NCA small fine GHS 100m,Minor compliance fine,FIN03,delta,-0.2494,4,2,1,Compliance,one‑off impact,0.5
S62_v1.5_1,Stress,Ghana GDP growth 0% (stagnation),"No growth, high unemployment",FIN01,pct,-2.9802,3,3,2,Cost rationalisation,macro drag,1.5
S53_v1.0_2,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",SEG03,pct,37.6788,3,4,4,Fintech growth,industry opportunity,1.0
S82_v1.5_1,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,2.55,4,3,2,Automation investment (enhanced),cost reduction,1.5
S13_v1.0_2,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,FIN03,delta,-3.6394,2,5,6,Resilience investment,cost overrun,1.0
S44_v1.5_2,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-29.665,3,4,3,Fintech partnership,revenue loss,1.5
S01_v0.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN01,pct,-3.9558,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,0.5
S60_v0.5_1,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,Opex,pct,11.7151,2,5,3,Price elasticity (enhanced),cost pass-through,0.5
S65_v1.5_2,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,FIN01,pct,-4.2083,4,2,2,Pricing agility,partial cap,1.5
S05_v1.0_1,Stress,ECG tariff +40%,Power utility raises tariffs 40%,FIN03,delta,-1.8529,3,3,1,Energy efficiency (enhanced),pass-through cost,1.0
S43_v0.5_1,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN03,delta,-2.0123,3,4,2,Cost leadership,EBITDA margin,0.5
S70_v1.0_1,Stress,Telecel mild price promotion,10% discount on weekend calls,OPS04,pct,-1.095,4,2,1,Retention campaigns (enhanced),minor churn,1.0
S75_v1.5_2,Stress,Minor cyber breach - limited data,Small leak of non‑sensitive data,Reputation,delta,-0.7869,4,2,1,Cyber hygiene (enhanced),low impact,1.5
S25_v1.0_1,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,Opex,abs,398.9519,3,3,1,Compliance,industry levy rate,1.0
S89_v0.5_1,Upside,NCA quality of service bonus,"MTN meets QoS targets, gets fee rebate",FIN03,delta,0.1657,4,2,1,Network investment (enhanced),rebate income,0.5
S57_v1.0_1,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,OPS04,pct,-8.6375,3,2,2,Tariff repricing,ARPU effect,1.0
S33_v1.5_2,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",FIN01,pct,-30.5371,1,5,4,Cyber insurance,MTN Nigeria 2023 analogue,1.5
S15_v1.0_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",Capex,pct,-23.4143,2,5,4,Emergency tariff repricing,investment pause,1.0
S67_v1.0_1,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataShare,delta,2.0196,4,3,3,5G leadership,competitive advantage,1.0
S29_v1.0_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,SubscriberExodus,pct,-20.1952,1,5,8,Legal defence,market loss,1.0
S32_v1.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN03,delta,-7.1687,2,5,6,Unified response,margin crash,1.5
S59_v0.5_2,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN03,delta,-0.6722,3,2,1,Cost control (enhanced),FY23 average,0.5
S07_v1.5_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",OPS07,delta,-3.683,2,4,2,Litigation & lobbying,coverage reduction,1.5
S49_v0.5_2,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,RolloutDelay,delta,1.1091,3,3,2,Supplier diversification,quarters,0.5
S14_v1.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN03,delta,-8.2077,3,5,4,Base case review (enhanced),opposite of FY25,1.5
S74_v1.5_2,Stress,Labour dispute - 1 week strike,"Short strike, minimal impact",Opex,abs,74.2777,4,2,1,Labour relations,small cost,1.5
S42_v0.5_2,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",SubsGrowth,delta,-1.4954,3,3,2,Marketing efficiency,historical precedent,0.5
S47_v1.5_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",DieselOpex,abs,1168.8162,3,4,4,Alternative power,2024 load-shedding,1.5
S23_v0.5_2,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-15.6869,2,5,6,Hard currency reserves,FY22 disorderly,0.5
S58_v1.5_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",OPS04,pct,-49.8853,1,6,8,Contingency planning (enhanced),ARPU halved,1.5
S46_v1.0_2,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,ARPU,delta,-0.5006,3,3,2,Satellite partnership,pricing pressure,1.0
S71_v0.5_2,Stress,New MVNO niche (youth),Small MVNO takes 2% of prepaid market,OPS01,pct,-0.2764,4,2,2,Segment defence,niche loss,0.5
S14_v1.5_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN03,delta,-7.2185,3,5,4,Base case review,opposite of FY25,1.5
S58_v1.0_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN03,delta,-5.4985,1,6,8,Contingency planning,margin collapse,1.0
S63_v0.5_2,Stress,NCA small fine GHS 100m,Minor compliance fine,FIN03,delta,-0.2854,4,2,1,Compliance (enhanced),one‑off impact,0.5
S47_v1.5_1,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",SiteAvailability,delta,-4.7732,3,4,4,Alternative power,service uptime,1.5
S18_v1.5_2,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",RiskPremium,delta,715.3865,2,4,6,Onshore reinvestment,sovereign spread,1.5
S45_v0.5_1,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,SMSRev,pct,-17.8841,4,3,2,OTT monetisation (enhanced),declining usage,0.5
S27_v1.0_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",FIN01,pct,-5.2528,3,4,2,Pricing strategy,Kenya precedent,1.0
S79_v1.5_2,Stress,Mobile termination rate cut,Regulator cuts MTR by 50%,FIN01,pct,-2.4867,4,3,2,Wholesale pricing (enhanced),revenue loss,1.5
S51_v0.5_2,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,Opex,abs,84.8347,2,3,2,Employee relations (enhanced),FY21 strike cost,0.5
S21_v1.5_1,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",MoMoVolumes,pct,-12.105,3,3,2,FX hedging,transaction value,1.5
S15_v0.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",OPS04,pct,-10.7966,2,5,4,Emergency tariff repricing,ARPU collapse,0.5
S54_v0.5_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS01,pct,2.5535,2,3,2,Macro hedging (enhanced),historical boom,0.5
S43_v1.0_2,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN03,delta,-3.863,3,4,2,Cost leadership (enhanced),EBITDA margin,1.0
S44_v1.0_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,MoMoUsers,pct,-16.2363,3,4,3,Fintech partnership,Kenya M-Pesa vs banks,1.0
S16_v0.5_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",OPS01,pct,-1.9795,2,5,6,Cost pass-through,reduced affordability,0.5
S23_v1.5_1,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-41.1731,2,5,6,Hard currency reserves (enhanced),FY22 disorderly,1.5
S25_v0.5_1,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,Opex,abs,203.1694,3,3,1,Compliance,industry levy rate,0.5
S14_v1.0_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-4.1504,3,5,4,Base case review,FY22 data,1.0
S87_v0.5_1,Upside,Currency swap agreement (China),Direct GHS/CNY settlement reduces USD exposure,FXCost,delta,-0.099,4,3,2,Innovative hedging,lower cost,0.5
S66_v1.0_1,Stress,Tariff floor removal only,"Price floor removed, moderate competition",FIN01,pct,-4.1981,3,3,2,Value stacking,Kenya analogue,1.0
S31_v1.5_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,754.937,3,3,2,Data compliance (enhanced),DPC enforcement guidelines,1.5
S20_v1.5_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",ConsumerSpending,pct,-7.194,3,3,3,Strategic planning (enhanced),disposable income,1.5
S33_v0.5_2,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",FIN01,pct,-9.3614,1,5,4,Cyber insurance,MTN Nigeria 2023 analogue,0.5
S44_v1.0_2,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-20.5544,3,4,3,Fintech partnership,revenue loss,1.0
S90_v0.5_2,Upside,ECG prepaid metering for sites,Better power management reduces diesel use,DieselCost,pct,-2.7791,4,2,2,Energy efficiency,ongoing saving,0.5
S56_v1.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,-0.0136,1,5,8,Comprehensive resilience,suspended,1.5
S20_v1.0_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",FIN01,pct,-2.183,3,3,3,Strategic planning (enhanced),FY23 IMF programme,1.0
S81_v1.0_1,Stress,Starlink urban expansion,Starlink offers competitive urban data bundles,DataARPU,pct,-2.897,3,3,2,Satellite strategy (enhanced),price pressure,1.0
S43_v0.5_2,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN01,pct,-5.4626,3,4,2,Cost leadership,2018 price war,0.5
S72_v1.0_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-1.095,4,3,3,Power backup,minor degradation,1.0
S65_v1.0_1,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,FIN01,pct,-3.1119,4,2,2,Pricing agility,partial cap,1.0
S45_v1.0_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,VoiceRev,pct,-23.0625,4,3,2,OTT monetisation,global trend,1.0
S71_v1.5_2,Stress,New MVNO niche (youth),Small MVNO takes 2% of prepaid market,OPS01,pct,-0.7486,4,2,2,Segment defence,niche loss,1.5
S38_v1.5_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,SitesOffline,pct,31.5425,1,5,8,National security,extreme scenario,1.5
S47_v1.0_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",FIN03,delta,-2.2793,3,4,4,Alternative power,margin impact,1.0
S40_v0.5_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,OPS04,pct,-3.7818,4,3,2,Value proposition,competitor analysis,0.5
S56_v1.0_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,0.0312,1,5,8,Comprehensive resilience,suspended,1.0
S06_v0.5_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,SEG03,pct,-5.4092,2,5,3,Cyber resilience,industry benchmark,0.5
S15_v1.0_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN01,pct,-14.1347,2,5,4,Emergency tariff repricing,FY22 0.32 elasticity compounded,1.0
S50_v1.0_1,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-9.764,2,3,1,Succession planning,market reaction,1.0
S75_v1.5_1,Stress,Minor cyber breach - limited data,Small leak of non‑sensitive data,Reputation,delta,-0.7943,4,2,1,Cyber hygiene,low impact,1.5
S10_v1.0_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS04,pct,-11.0166,3,4,2,Product differentiation,FY19 competition,1.0
S34_v1.0_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoOutage,delta,15.2293,2,4,6,Vendor diversification,service disruption,1.0
S02_v1.5_2,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN01,pct,-6.447,3,3,2,Cost optimisation,FY22 inflation impact,1.5
S37_v0.5_1,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,FraudLosses,abs,132.6238,3,4,2,AI fraud detection,Kenya fraud trend,0.5
S10_v1.0_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS01,pct,-2.4696,3,4,2,Product differentiation (enhanced),subscriber churn,1.0
S46_v0.5_1,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,RuralDataSubs,pct,-2.4872,3,3,2,Satellite partnership (enhanced),competitive threat,0.5
S78_v1.0_2,Stress,Corporate tax hike to 30%,Govt raises corporate tax rate,PAT,pct,-5.0953,3,3,2,Tax planning (enhanced),earnings impact,1.0
S72_v1.5_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-1.4689,4,3,3,Power backup (enhanced),minor degradation,1.5
S72_v0.5_1,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,DieselOpex,abs,106.725,4,3,3,Power backup,FY23 level,0.5
S32_v1.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN01,pct,-24.2718,2,5,6,Unified response (enhanced),compound effect,1.5
S53_v0.5_2,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",SEG03,pct,17.0672,3,4,4,Fintech growth (enhanced),industry opportunity,0.5
S64_v1.5_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-5.7461,2,5,4,Legal reserve (enhanced),EBITDA reduction,1.5
S06_v1.5_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,FIN02,pct,-4.2428,2,5,3,Cyber resilience,revenue loss + fines,1.5
S38_v1.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,FIN01,pct,-21.2741,1,5,8,National security (enhanced),revenue collapse,1.5
S15_v0.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN01,pct,-6.748,2,5,4,Emergency tariff repricing,FY22 0.32 elasticity compounded,0.5
S53_v1.5_1,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,120.7856,3,4,4,Fintech growth,new revenue,1.5
S61_v1.5_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,2.2494,3,3,2,Debt restructuring,interest saving,1.5
S39_v1.5_1,Stress,Network sharing collapse - Telecel dispute,"Telecel ends tower sharing, MTN must build own",Capex,abs,884.0906,3,3,3,Infrastructure investment,coverage gap,1.5
S49_v0.5_1,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,RolloutDelay,delta,1.0179,3,3,2,Supplier diversification,quarters,0.5
S30_v1.5_1,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",DataSubs,pct,-8.9715,3,4,6,Stakeholder engagement (enhanced),data impact,1.5
S64_v1.0_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,Fine,abs,1235.2671,2,5,4,Legal reserve (enhanced),extreme penalty,1.0
S38_v0.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,SitesOffline,pct,11.155,1,5,8,National security,extreme scenario,0.5
S61_v1.5_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,3.614,3,3,2,Debt restructuring,lower borrowing cost,1.5
S76_v1.0_1,Stress,Shareholder dividend pressure,Activist investors demand higher payout,Dividend,delta,0.5147,3,3,2,Capital allocation,no direct KPI,1.0
S13_v1.0_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,Sites,delta,-377.0098,2,5,6,Resilience investment (enhanced),worst-case scenario,1.0
S25_v1.0_1,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,FIN03,delta,-1.3311,3,3,1,Compliance,margin impact,1.0
S56_v1.0_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,0.026,1,5,8,Comprehensive resilience,suspended,1.0
S62_v0.5_1,Stress,Ghana GDP growth 0% (stagnation),GDP growth 0% (stagnation),Subscribers,pct,-0.459,3,3,2,Cost rationalisation,disposable income,0.5
S26_v0.5_2,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,Capex,abs,363.8703,3,3,3,Network planning,MTN SA refarming cost,0.5
S55_v1.5_1,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FIN03,delta,5.7056,2,4,3,Currency management,FY25 magnitude,1.5
S83_v1.5_2,Stress,Diesel tax rebate,Govt removes fuel tax for telcos,FIN03,delta,0.6592,4,2,1,Government relations,benefit,1.5
S13_v0.5_2,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,FIN03,delta,-1.7518,2,5,6,Resilience investment,cost overrun,0.5
S01_v1.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN01,pct,-13.516,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.5
S55_v0.5_1,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,0.5064,2,4,3,Currency management (enhanced),net assets,0.5
S45_v0.5_1,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,VoiceRev,pct,-10.8865,4,3,2,OTT monetisation,global trend,0.5
S79_v1.5_1,Stress,Mobile termination rate cut,Regulator cuts MTR by 50%,FIN01,pct,-2.5402,4,3,2,Wholesale pricing,revenue loss,1.5
S70_v0.5_1,Stress,Telecel mild price promotion,10% discount on weekend calls,OPS04,pct,-0.4575,4,2,1,Retention campaigns (enhanced),minor churn,0.5
S42_v0.5_1,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",Churn,pct,1.0395,3,3,2,Marketing efficiency,subscriber retention,0.5
S53_v0.5_1,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,34.1241,3,4,4,Fintech growth,new revenue,0.5
S37_v0.5_1,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,MoMoUsers,pct,-4.2081,3,4,2,AI fraud detection,trust erosion,0.5
S52_v1.5_2,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,33.2589,3,3,4,5G investment,FY26 forecast,1.5
S89_v1.5_2,Upside,NCA quality of service bonus,"MTN meets QoS targets, gets fee rebate",FIN03,delta,0.4781,4,2,1,Network investment,rebate income,1.5
S47_v1.5_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",FIN03,delta,-3.2788,3,4,4,Alternative power,margin impact,1.5
S06_v1.0_1,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,Reputation,delta,-1.8441,2,5,3,Cyber resilience,qualitative,1.0
